timestamp,turbidity_raw,pH,alkalinity_mgL,hardness_mgL,temperature_C,flow_rate_m3s,coagulant_dose_mgL,turbidity_after_coagulation,turbidity_after_sedimentation,turbidity_after_filtration,turbidity_final,compliance_flag,chemical_cost,energy_consumption_kWh,total_cost,scenario_type,season,rainfall_intensity_mm_hr,TSS_mgL,DOC_mgL,conductivity_uScm,mixing_intensity_G_s,flocculation_time_min
1/1/2020 20:00,8.211,7.666,120.14,162.32,11.72,1.556,8.89,6.288827955219791,3.829654992035754,0.473,3.6174297137445026,1,0.006,0.389,0.395,process_upset,Winter,0.0,15.09,1.96,296.5,712.81,24.8
1/1/2020 21:00,6.369,7.574,119.12,161.2,11.55,1.5533,10.001,4.718129701507636,3.008412320684103,0.422,3.0198626075295247,1,0.0067,0.3883,0.395,normal,Winter,0.0,13.73,2.41,298.22,733.05,22.5
1/1/2020 22:00,4.052,7.564,119.2,158.34,11.73,1.5294,6.42,3.3421375468950663,2.2447868814728755,0.334,1.9363216149073832,1,0.0042,0.3823,0.3866,normal,Winter,0.0,5.0,2.31,294.47,722.05,19.9
1/1/2020 23:00,5.511,7.51,118.58,157.96,12.49,1.481,8.481,4.272999736096154,2.7012539602032573,0.613,2.716851368900184,1,0.0054,0.3703,0.3757,normal,Winter,0.0,8.94,2.71,300.25,758.34,22.93
1/2/2020 0:00,1.0,7.44,118.04,157.74,11.65,1.4705,5.0,0.8607079764250578,0.5194420625870482,0.05,0.4754274197965498,1,0.0032,0.3676,0.3708,normal,Winter,0.0,5.0,2.19,298.76,735.87,25.25
1/2/2020 1:00,8.539,7.463,117.36,156.51,11.98,1.469,11.278,6.087904323972528,3.909087242483712,1.51,3.7722888614059946,1,0.0072,0.3673,0.3744,normal,Winter,0.0,25.26,2.73,302.01,705.78,22.15
1/2/2020 2:00,6.167,7.36,117.7,155.55,10.67,1.4133,7.71,4.893523009905812,3.0621353396364714,1.202,2.4184671856823923,1,0.0047,0.3533,0.358,normal,Winter,0.0,17.76,2.74,305.25,631.88,23.44
1/2/2020 3:00,1.0,7.368,116.45,157.2,11.74,1.3895,5.0,0.8607079764250578,0.5441120930236352,0.05,1.0774964540301282,1,0.003,0.3474,0.3504,normal,Winter,0.0,5.0,2.5,296.27,707.93,22.93
1/2/2020 4:00,2.952,7.288,117.06,160.38,11.18,1.3603,7.842,2.3331584480399465,1.5162238077081445,0.493,1.3492894329289173,1,0.0046,0.3401,0.3447,process_upset,Winter,0.0,6.62,1.95,298.1,715.36,21.55
1/2/2020 5:00,5.54,7.284,117.58,161.91,11.89,1.3913,7.043,4.484847536130722,2.903463982100407,0.91,2.579196540380083,1,0.0042,0.3478,0.3521,process_upset,Winter,0.0,10.73,2.18,290.5,684.46,21.74
1/2/2020 6:00,3.308,7.327,118.1,164.38,11.3,1.4052,8.166,2.5892383967541903,1.6270422194480052,0.471,1.8318812647171145,1,0.005,0.3513,0.3563,normal,Winter,0.0,6.94,2.64,292.36,696.07,23.23
1/2/2020 7:00,8.577,7.298,117.12,164.34,11.89,1.3986,9.705,6.410480326190728,3.945336316552617,1.943,3.9947604336393936,1,0.0059,0.3497,0.3555,normal,Winter,0.0,21.9,2.55,292.54,695.3,24.27
1/2/2020 8:00,7.64,7.243,117.38,161.23,10.96,1.4074,5.664,6.446114867358743,4.136614100846849,1.945,3.744498408284428,1,0.0034,0.3518,0.3553,under_dose,Winter,0.0,12.97,2.23,285.62,762.52,22.18
1/2/2020 9:00,7.493,7.231,118.69,160.09,10.78,1.4019,5.0,6.449284867352959,3.746302117193911,2.057,2.9687816631756663,1,0.003,0.3505,0.3535,under_dose,Winter,0.0,16.24,2.26,281.42,743.23,27.16
1/2/2020 10:00,1.0,7.267,117.49,158.61,10.93,1.4482,7.869,0.789725391220545,0.49397518294972925,0.1,0.31772123992958734,1,0.0049,0.362,0.367,normal,Winter,0.0,7.25,1.35,292.23,665.55,23.46
1/2/2020 11:00,5.28,7.287,117.69,160.56,10.97,1.4555,8.108,4.13995988310149,2.708205118913356,0.742,2.91956915501243,1,0.0051,0.3639,0.369,normal,Winter,0.0,15.55,2.63,294.05,738.9,21.22
1/2/2020 12:00,4.85,7.288,116.58,156.32,11.83,1.451,9.874,3.6065754920041027,2.178330385051163,1.229,2.466450813587051,1,0.0062,0.3627,0.3689,process_upset,Winter,0.0,12.48,3.31,300.57,746.82,25.21
1/2/2020 13:00,4.209,7.25,116.33,156.61,12.2,1.426,7.387,3.372367735466183,2.0491295429642378,1.033,1.9659130475453994,1,0.0046,0.3565,0.3611,normal,Winter,0.0,5.0,2.82,298.24,720.08,24.91
1/2/2020 14:00,5.556,7.235,116.31,156.28,11.7,1.4534,6.847,4.524325136354411,2.636542566382245,2.037,2.581038121694324,1,0.0043,0.3633,0.3676,process_upset,Winter,0.0,17.33,2.12,297.23,761.69,27.0
1/2/2020 15:00,3.778,7.274,115.7,156.99,11.69,1.3675,5.303,3.2223302214146226,2.014366530561504,0.647,2.6160850685009813,1,0.0031,0.3419,0.345,under_dose,Winter,0.0,5.0,1.26,293.99,699.85,23.49
1/2/2020 16:00,7.132,7.272,114.97,155.06,11.69,1.328,9.644,5.340245896795106,3.321019121065516,1.129,2.7353067867954004,1,0.0055,0.332,0.3375,normal,Winter,0.0,12.3,2.05,294.02,703.88,23.75
1/2/2020 17:00,8.51,7.289,115.25,157.37,12.46,1.3769,9.406,6.417713762926058,3.8863170780095935,1.482,3.201641041366348,1,0.0056,0.3442,0.3498,normal,Winter,0.0,20.21,2.64,287.78,751.09,25.08
1/2/2020 18:00,8.295,7.275,114.26,157.71,10.75,1.3154,5.0,7.139572664445854,4.349465324519113,1.983,3.331165097405666,1,0.0028,0.3289,0.3317,under_dose,Winter,0.0,22.42,3.06,291.63,692.24,24.78
1/2/2020 19:00,6.249,7.223,114.81,155.43,11.79,1.2919,6.606,5.125568526884274,3.1996500707863227,0.504,2.6113444412962714,1,0.0037,0.323,0.3267,normal,Winter,0.0,11.32,2.88,294.34,742.08,23.56
1/2/2020 20:00,11.592,7.329,116.58,153.45,11.73,1.3107,12.763,7.904444569605723,4.9097607082018895,1.459,5.090922522346411,1,0.0072,0.3277,0.3349,normal,Winter,0.0,27.84,2.72,293.36,730.87,23.81
1/2/2020 21:00,9.444,7.371,115.32,152.58,12.3,1.3207,9.495,7.103088001086668,4.419071557776307,1.144,4.696938180362319,1,0.0054,0.3302,0.3356,normal,Winter,0.0,15.63,2.72,292.21,715.67,23.73
1/2/2020 22:00,6.34,7.388,114.0,153.64,10.96,1.3122,8.479,4.916066743733202,3.0141225765823902,1.308,2.758819594354204,1,0.0048,0.328,0.3328,normal,Winter,0.0,15.95,2.2,291.81,708.05,24.46
1/2/2020 23:00,5.388,7.382,112.52,152.11,12.86,1.2953,5.0,4.637494576978211,2.8880289884961345,0.05,2.737609179512067,1,0.0028,0.3238,0.3266,under_dose,Winter,0.0,17.25,2.18,291.06,716.7,23.68
1/3/2020 0:00,10.033,7.455,112.08,153.32,11.6,1.2655,8.612,7.748657944695424,5.1198219340638484,0.919,5.173764814328785,1,0.0047,0.3164,0.3211,normal,Winter,0.0,21.78,2.93,295.58,645.42,20.72
1/3/2020 1:00,9.207,7.416,112.98,153.22,10.71,1.2762,5.993,7.691947975942949,4.648637027676002,1.488,4.5102453444049475,1,0.0033,0.3191,0.3224,normal,Winter,0.0,27.74,2.48,304.65,685.14,25.18
1/3/2020 2:00,3.162,7.452,113.96,156.18,11.27,1.2598,5.0,2.721558621456033,1.600641903994774,1.173,1.7065179488201727,1,0.0027,0.3149,0.3177,normal,Winter,0.0,8.69,1.63,301.49,729.84,26.54
1/3/2020 3:00,9.403,7.454,114.41,154.99,12.25,1.1897,7.303,7.552954319319429,4.716838601138418,2.131,4.845852517393096,1,0.0038,0.2974,0.3012,normal,Winter,0.0,24.43,2.8,309.08,652.72,23.54
1/3/2020 4:00,6.302,7.442,114.64,154.87,11.53,1.1547,9.974,4.672279383717565,2.837283395014817,0.702,3.2769879751263824,1,0.005,0.2887,0.2937,normal,Winter,0.0,15.2,2.81,308.17,625.05,24.94
1/3/2020 5:00,4.536,7.43,115.94,156.61,11.12,1.1746,5.59,3.8356755241987317,2.374401881557285,1.664,2.5542982033613013,1,0.0028,0.2937,0.2965,normal,Winter,0.0,5.0,2.12,299.01,637.64,23.98
1/3/2020 6:00,1.74,7.496,115.47,154.9,12.79,1.2206,5.0,1.4976318789796006,0.9098141903273795,0.861,1.6973328547298445,1,0.0026,0.3051,0.3078,under_dose,Winter,0.0,9.72,3.34,302.39,726.72,24.92
1/3/2020 7:00,6.016,7.403,116.05,153.04,12.14,1.2236,11.881,4.212231634255911,2.4932637287391968,0.167,2.214183493395476,1,0.0063,0.3059,0.3122,normal,Winter,0.0,16.24,2.44,298.85,687.71,26.22
1/3/2020 8:00,73.194,7.488,118.06,150.72,11.5,1.2043,39.54,22.3519474254767,11.455998169060594,0.107,11.667924343553075,1,0.0206,0.3011,0.3216,storm_event,Winter,0.0,161.76,7.45,300.04,671.58,33.42
1/3/2020 9:00,57.25,7.539,119.3,151.89,11.88,1.2162,5.271,48.87654565373589,27.59673979659853,13.451,27.277750173137402,0,0.0028,0.304,0.3068,under_dose,Winter,0.0,120.07,7.49,289.36,733.04,28.58
1/3/2020 10:00,45.894,7.54,118.18,148.99,12.41,1.2114,24.378,22.087114618938585,12.304861024728046,1.978,12.297163609064915,1,0.0128,0.3028,0.3156,normal,Winter,0.0,100.76,6.38,288.89,723.33,29.25
1/3/2020 11:00,36.058,7.528,117.61,149.57,12.63,1.2338,5.0,31.035408213934733,16.705345418056226,8.916,16.49486947047745,1,0.0027,0.3084,0.3111,under_dose,Winter,0.0,77.67,6.09,297.3,692.86,30.97
1/3/2020 12:00,31.592,7.527,119.66,148.17,11.23,1.2889,23.058,15.81824347074424,9.453300350602456,1.018,9.982505364456095,1,0.0128,0.3222,0.3351,normal,Winter,0.0,59.9,4.51,292.64,719.75,25.74
1/3/2020 13:00,25.516,7.55,119.09,146.79,12.29,1.2704,14.838,16.348983209363823,9.69650689155275,2.876,9.87575321822272,1,0.0081,0.3176,0.3258,normal,Winter,0.0,66.72,3.86,293.82,719.8,26.12
1/3/2020 14:00,19.187,7.611,120.69,143.02,13.21,1.3433,13.779,12.690617823243391,7.734284409087369,1.501,7.133479866039113,1,0.008,0.3358,0.3438,normal,Winter,0.0,48.59,3.5,296.13,695.92,24.76
1/3/2020 15:00,15.519,7.633,120.25,142.84,11.19,1.3138,8.417,12.055911007340432,7.025561070303982,2.595,6.828732693622159,1,0.0048,0.3284,0.3332,normal,Winter,0.0,30.21,3.56,294.44,745.62,27.0
1/3/2020 16:00,12.593,7.644,120.05,141.37,12.01,1.2576,11.791,8.841098238201763,5.493750118513151,1.15,5.969788138666169,1,0.0064,0.3144,0.3208,normal,Winter,0.0,24.31,3.61,298.19,683.33,23.79
1/3/2020 17:00,13.145,7.643,119.14,140.96,12.07,1.2533,9.663,9.837006607035306,5.354575655994765,2.331,6.125278019095805,1,0.0052,0.3133,0.3185,normal,Winter,0.0,30.07,3.56,300.48,649.06,30.41
1/3/2020 18:00,12.217,7.548,118.39,140.58,11.56,1.2005,13.002,8.271107554402523,4.841228081653809,1.262,5.066704422529479,1,0.0067,0.3001,0.3069,normal,Winter,0.0,30.98,2.99,296.37,665.76,26.78
1/3/2020 19:00,9.668,7.464,118.21,144.06,10.98,1.1862,5.0,8.321324716077457,5.050167761534004,2.754,6.0931926636976605,1,0.0026,0.2966,0.2991,under_dose,Winter,0.0,20.55,3.14,289.82,659.98,24.97
1/3/2020 20:00,3.005,7.52,118.4,142.25,10.98,1.1474,5.0,2.586427469157299,1.4803485517494073,0.958,1.7311044536263815,1,0.0025,0.2868,0.2893,normal,Winter,0.0,8.42,1.75,285.6,682.49,27.9
1/3/2020 21:00,5.567,7.543,118.0,143.28,11.52,1.1437,5.204,4.762326499325418,3.0622082597215163,0.418,2.9984887053812934,1,0.0026,0.2859,0.2885,normal,Winter,0.0,8.89,1.99,280.29,629.62,22.08
1/3/2020 22:00,9.9,7.583,118.71,142.61,11.03,1.1519,11.499,7.011591843931353,4.4333910139507555,1.005,4.779519189586087,1,0.0057,0.288,0.2937,normal,Winter,0.0,17.84,2.86,281.78,582.75,22.92
1/3/2020 23:00,2.591,7.622,118.32,143.8,10.56,1.145,6.779,2.114194526824365,1.3066595276418984,0.682,1.2160144795616685,1,0.0034,0.2863,0.2896,normal,Winter,0.0,5.0,1.1,286.84,651.41,24.06
1/4/2020 0:00,10.654,7.65,116.27,143.45,10.79,1.1529,12.842,7.247636447655942,4.380116877945647,0.662,5.227003648436668,1,0.0064,0.2882,0.2946,normal,Winter,0.0,20.82,2.85,288.14,697.63,25.18
1/4/2020 1:00,10.121,7.691,116.08,147.02,11.37,1.1513,5.0,8.711225429398011,5.293144396761114,2.449,5.14830102589551,1,0.0025,0.2878,0.2903,under_dose,Winter,0.0,15.02,3.29,288.73,710.26,24.91
1/4/2020 2:00,7.427,7.644,115.62,146.91,11.64,1.1153,6.627,6.087953659098263,3.569808699163008,1.206,3.512754297301201,1,0.0032,0.2788,0.282,normal,Winter,0.0,16.69,2.79,298.65,686.82,26.69
1/4/2020 3:00,8.658,7.67,117.13,147.12,11.32,1.0978,6.521,7.119615698374542,4.425811931708044,1.493,4.447279379930461,1,0.0031,0.2744,0.2775,normal,Winter,0.0,26.05,3.39,288.63,685.09,23.77
1/4/2020 4:00,8.391,7.689,118.04,149.51,11.06,1.0688,6.565,6.8909551432701255,4.034206801678379,1.855,3.9449044238465203,1,0.003,0.2672,0.2702,normal,Winter,0.0,13.19,2.46,287.95,702.96,26.77
1/4/2020 5:00,6.712,7.751,119.05,148.79,12.58,1.0646,10.763,4.859847064293523,2.909574845087054,0.279,3.5178695803562037,1,0.005,0.2661,0.2711,normal,Winter,0.0,12.33,1.81,293.13,656.65,25.65
1/4/2020 6:00,3.527,7.565,119.75,150.86,10.91,1.0611,7.457,2.8200021609778054,1.6489482348709892,0.397,1.8331676301088742,1,0.0034,0.2653,0.2687,normal,Winter,0.0,5.0,1.89,292.82,649.86,26.83
1/4/2020 7:00,9.348,7.683,120.19,153.24,11.8,1.0737,10.581,6.805508900828216,3.996953383050707,1.506,4.201244815283911,1,0.0049,0.2684,0.2733,normal,Winter,0.0,15.07,2.79,293.11,599.37,26.61
1/4/2020 8:00,10.419,7.722,120.63,152.13,12.74,1.0404,8.349,8.110512521989165,5.009625002174668,1.391,4.391561444968439,1,0.0038,0.2601,0.2639,normal,Winter,0.0,8.15,3.68,289.89,677.75,24.09
1/4/2020 9:00,3.855,7.73,121.55,153.73,11.89,1.0443,6.666,3.1562701778879276,1.8191893813626974,0.296,2.51416081239977,1,0.003,0.2611,0.2641,normal,Winter,0.0,5.0,3.26,294.58,639.18,27.55
1/4/2020 10:00,3.33,7.678,122.12,151.8,13.59,1.025,6.327,2.7542971827842098,1.658912561033083,0.039,1.441076632860751,1,0.0028,0.2563,0.2591,normal,Winter,0.0,5.0,1.26,292.3,666.15,25.35
1/4/2020 11:00,6.498,7.66,121.58,152.21,12.18,1.033,7.185,5.238024572360989,3.2334330521827126,1.116,4.1145944834188555,1,0.0032,0.2583,0.2615,normal,Winter,0.0,19.3,2.41,297.33,653.26,24.12
1/4/2020 12:00,5.261,7.674,120.16,150.9,11.59,1.0305,7.119,4.2492866540753305,2.4272310516996325,0.706,1.4045975401404256,1,0.0032,0.2576,0.2608,normal,Winter,0.0,11.54,2.04,304.98,670.82,28.0
1/4/2020 13:00,7.18,7.754,118.27,150.76,11.41,1.0614,6.915,5.834854811377963,3.743606243428429,1.198,3.2067965999357946,1,0.0032,0.2654,0.2685,normal,Winter,0.0,20.22,2.25,303.06,600.13,22.19
1/4/2020 14:00,9.828,7.825,117.43,152.13,12.34,1.0601,9.542,7.381489552726316,4.726455021779531,0.859,4.562662525497184,1,0.0044,0.265,0.2694,normal,Winter,0.0,21.68,2.67,299.84,670.6,22.29
1/4/2020 15:00,1.188,7.85,116.71,154.37,12.27,0.9818,5.0,1.0225210759929686,0.6142650422583901,0.01,-0.13517314751616583,1,0.0021,0.2454,0.2476,under_dose,Winter,0.0,5.0,1.71,295.54,634.23,25.48
1/4/2020 16:00,10.752,7.879,116.63,149.69,12.19,0.9952,12.399,7.412159177060314,4.468808345813629,0.82,4.025364096222351,1,0.0053,0.2488,0.2541,normal,Winter,0.0,32.92,3.16,298.82,666.42,25.3
1/4/2020 17:00,5.779,7.882,116.52,147.95,11.25,0.9554,7.147,4.663753785951753,2.6164558090108643,1.143,2.5101243247258678,1,0.0029,0.2388,0.2418,normal,Winter,0.0,10.76,3.28,301.8,683.3,28.9
1/4/2020 18:00,8.073,7.823,118.28,150.67,11.55,0.9811,7.83,6.382916728812144,3.747260952419513,1.537,2.9035752818819356,1,0.0033,0.2453,0.2486,normal,Winter,0.0,18.07,3.44,303.28,604.37,26.63
1/4/2020 19:00,8.338,7.778,118.85,150.67,10.67,0.9712,9.54,6.262775011498984,3.7818880893346574,0.611,3.961697031762033,1,0.004,0.2428,0.2468,normal,Winter,0.0,15.83,2.27,301.46,653.54,25.22
1/4/2020 20:00,8.629,7.82,118.11,150.6,11.71,0.9737,11.669,6.080327888333444,3.6359070912460143,0.541,4.236849290180197,1,0.0049,0.2434,0.2483,normal,Winter,0.0,16.47,2.62,304.74,635.24,25.71
1/4/2020 21:00,6.944,7.849,119.49,152.58,12.07,1.018,7.555,5.535755087477901,3.1500804032657204,1.644,2.956132718508746,1,0.0033,0.2545,0.2578,normal,Winter,0.0,20.8,3.35,310.67,663.44,28.19
1/4/2020 22:00,7.527,7.812,119.26,147.68,11.25,1.0295,13.56,5.011305981376387,2.978728572801099,1.008,3.685051073672941,1,0.006,0.2574,0.2634,normal,Winter,0.0,16.89,2.84,298.01,661.35,26.01
1/4/2020 23:00,7.51,7.767,119.83,145.69,11.48,1.0346,9.431,5.659329746043666,3.3357764330402255,1.363,2.969247373283643,1,0.0042,0.2586,0.2629,normal,Winter,0.0,11.53,3.24,306.87,640.76,26.43
1/5/2020 0:00,5.311,7.794,120.3,147.68,11.64,1.0497,7.633,4.224032081555168,2.499248636847213,0.025,2.510842255938437,1,0.0035,0.2624,0.2659,normal,Winter,0.0,12.93,2.74,300.69,667.49,26.24
1/5/2020 1:00,2.491,7.774,120.34,144.33,12.15,1.0186,8.776,1.9143999591620522,1.0830750201250956,0.245,1.498565423984196,1,0.0039,0.2547,0.2585,normal,Winter,0.0,10.65,2.71,303.24,626.33,28.48
1/5/2020 2:00,3.838,7.729,121.75,144.42,10.95,1.0591,5.526,3.2516787374563014,1.935898185980742,1.675,1.381238708027181,1,0.0025,0.2648,0.2673,normal,Winter,0.0,5.09,2.06,307.57,697.58,25.93
1/5/2020 3:00,6.625,7.741,121.16,140.31,11.43,1.0484,9.62,4.964191140166406,3.009729994376483,1.098,2.895118787557297,1,0.0044,0.2621,0.2665,normal,Winter,0.0,11.23,2.21,308.49,620.88,25.02
1/5/2020 4:00,4.918,7.77,121.28,139.26,10.85,1.0519,7.714,3.9019715217201263,2.3790040739771836,0.052,2.1517407013981433,1,0.0035,0.263,0.2665,normal,Winter,0.0,7.64,1.44,307.85,663.44,24.74
1/5/2020 5:00,4.924,7.71,120.37,141.55,11.65,1.0484,5.0,4.238126075916985,2.5654174356428183,0.753,2.256206447283033,1,0.0023,0.2621,0.2644,normal,Winter,0.0,9.62,1.8,303.94,670.82,25.1
1/5/2020 6:00,11.383,7.688,120.72,137.85,12.14,1.0106,7.284,9.148601392660934,5.344142035300586,1.748,4.871741947562997,1,0.0032,0.2526,0.2558,normal,Winter,0.0,27.35,2.72,305.99,737.59,26.88
1/5/2020 7:00,9.032,7.721,121.13,137.25,12.29,0.9559,8.482,7.002826314966246,4.2764098044714105,1.978,3.881870280275611,1,0.0035,0.239,0.2425,normal,Winter,0.0,20.08,1.76,309.31,606.7,24.66
1/5/2020 8:00,6.255,7.796,121.21,139.06,12.37,0.9545,6.35,5.170043714595247,3.1039675372896425,2.014,3.4391872883504053,1,0.0026,0.2386,0.2412,normal,Winter,0.0,14.82,2.94,310.25,665.42,25.51
1/5/2020 9:00,8.565,7.804,121.27,137.37,11.51,0.988,5.741,7.209893152046935,3.9647949223766554,2.005,4.10695383071704,1,0.0025,0.247,0.2495,normal,Winter,0.0,25.74,2.71,301.44,660.51,29.9
1/5/2020 10:00,5.834,7.773,121.09,138.06,12.7,1.0092,7.178,4.703763210594594,2.8966730996964047,1.517,2.6915984198951195,1,0.0031,0.2523,0.2554,normal,Winter,0.0,13.55,2.32,304.83,643.47,24.24
1/5/2020 11:00,7.162,7.726,121.46,141.73,13.37,1.0501,9.455,5.393201999790617,3.3372238261260994,1.212,3.99664778529736,1,0.0043,0.2625,0.2668,normal,Winter,0.0,19.65,2.51,304.09,690.74,24.0
1/5/2020 12:00,7.989,7.721,122.07,143.21,11.69,1.113,6.963,6.482949622793313,3.7038602829991287,1.189,3.596680664622229,1,0.0033,0.2783,0.2816,normal,Winter,0.0,14.86,3.21,303.64,661.82,27.99
1/5/2020 13:00,5.841,7.715,120.85,143.65,11.96,1.1132,5.0,5.027395290298763,3.054152118219669,1.157,3.4152046545218675,1,0.0024,0.2783,0.2807,under_dose,Winter,0.0,15.42,1.98,304.33,655.21,24.92
1/5/2020 14:00,5.172,7.603,120.57,146.88,11.68,1.1013,7.516,4.127943994690803,2.4438617214150065,0.931,2.403193811592205,1,0.0036,0.2753,0.2789,process_upset,Winter,0.0,12.96,1.81,303.89,636.77,26.21
1/5/2020 15:00,9.944,7.516,120.2,147.18,11.59,1.0934,11.004,7.148119779405024,3.9394824397368144,0.929,3.984005894060157,1,0.0052,0.2733,0.2785,normal,Winter,0.0,20.55,2.56,296.48,649.58,29.79
1/5/2020 16:00,8.42,7.401,120.86,146.92,11.36,1.0947,5.0,7.247161161498987,4.394746403146338,2.684,4.185593034847231,1,0.0024,0.2737,0.276,under_dose,Winter,0.0,20.06,3.42,294.29,656.92,25.01
1/5/2020 17:00,1.248,7.404,122.07,144.82,12.29,1.1107,6.587,1.0242209450026862,0.6177522881877064,0.043,-0.1699869138617045,1,0.0032,0.2777,0.2808,normal,Winter,0.0,5.0,1.72,295.23,732.29,25.28
1/5/2020 18:00,41.324,7.458,122.48,146.54,12.8,1.0823,5.0,35.567896417789086,20.673308938463066,9.112,20.53560741214473,1,0.0023,0.2706,0.2729,storm_event,Winter,0.0,93.36,5.45,291.48,705.39,27.13
1/5/2020 19:00,31.224,7.505,122.61,150.63,10.84,1.0595,5.0,26.874745855896006,15.56441205855704,6.813,15.47098506370874,1,0.0023,0.2649,0.2672,under_dose,Winter,0.0,62.13,4.21,296.59,684.5,27.31
